,race_label,grouping
144649,O,3.0
144650,W,3.0
144651,H,2.0
144652,O,3.0
144653,H,2.0
144654,H,2.0
144655,B,3.0
144656,B,2.0
144657,H,3.0
144658,B,3.0
144659,B,2.0
144660,B,4.0
144661,W,3.0
144662,H,4.0
144663,H,3.0
144664,B,2.0
144665,W,0.0
144666,B,3.0
144667,W,2.0
144668,B,3.0
144669,W,2.0
144670,H,4.0
144671,W,3.0
144672,B,4.0
144673,B,3.0
144674,H,2.0
144675,B,2.0
144676,H,3.0
144677,B,0.0
144678,B,4.0
144679,B,3.0
144680,B,4.0
144681,W,3.0
144682,H,2.0
144683,B,2.0
144684,H,0.0
144685,B,3.0
144686,B,4.0
144687,B,4.0
144688,H,3.0
144689,B,3.0
144690,B,3.0
144691,B,3.0
144692,W,3.0
144693,B,2.0
144694,B,3.0
144695,W,3.0
144696,B,3.0
144697,H,3.0
144698,B,3.0
144699,W,3.0
144700,H,3.0
144701,W,2.0
144702,B,3.0
144703,W,3.0
144704,H,3.0
144705,B,3.0
144706,W,3.0
144707,B,2.0
144708,H,2.0
144709,B,3.0
144710,B,2.0
144711,H,3.0
144712,B,3.0
144713,B,4.0
144714,B,3.0
144715,B,3.0
144716,H,0.0
144717,B,3.0
144718,H,3.0
144719,H,2.0
144720,H,3.0
144721,B,3.0
144722,W,3.0
144723,H,3.0
144724,B,3.0
144725,H,2.0
144726,H,3.0
144727,B,4.0
144728,H,3.0
144729,B,4.0
144730,B,3.0
144731,B,2.0
144732,W,4.0
144733,B,3.0
144734,H,2.0
144735,B,3.0
144736,B,2.0
144737,B,3.0
144738,O,0.0
144739,H,2.0
144740,W,2.0
144741,B,3.0
144742,H,0.0
144743,B,3.0
144744,H,2.0
144745,W,0.0
144746,B,4.0
144747,B,2.0
144748,B,0.0
144749,O,3.0
144750,W,3.0
144751,B,2.0
144752,B,2.0
144753,H,2.0
144754,W,3.0
144755,W,3.0
144756,B,2.0
144757,W,4.0
144758,B,4.0
144759,B,4.0
144760,W,3.0
144761,B,4.0
144762,W,4.0
144763,B,3.0
144764,W,4.0
144765,H,2.0
144766,B,4.0
144767,B,3.0
144768,B,3.0
144769,B,3.0
144770,B,4.0
144771,W,2.0
144772,H,4.0
144773,W,4.0
144774,W,2.0
144775,B,4.0
144776,B,4.0
144777,B,2.0
144778,W,0.0
144779,H,3.0
144780,H,2.0
144781,W,3.0
144782,B,3.0
144783,W,0.0
144784,B,3.0
144785,B,2.0
144786,B,4.0
144787,B,4.0
144788,B,2.0
144789,B,3.0
144790,B,3.0
144791,B,4.0
144792,B,3.0
144793,H,4.0
144794,B,2.0
144795,B,3.0
144796,B,3.0
144797,H,0.0
144798,H,0.0
144799,B,0.0
144800,H,3.0
144801,B,2.0
144802,B,3.0
144803,B,3.0
144804,H,3.0
144805,H,3.0
144806,B,3.0
144807,B,3.0
144808,H,3.0
144809,H,3.0
144810,B,3.0
144811,H,2.0
144812,B,3.0
144813,W,3.0
144814,B,2.0
144815,B,3.0
144816,H,0.0
144817,H,3.0
144818,H,2.0
144819,W,2.0
144820,B,0.0
144821,W,4.0
144822,H,3.0
144823,B,2.0
144824,W,3.0
144825,B,3.0
144826,B,2.0
144827,B,0.0
144828,B,3.0
144829,W,3.0
144830,B,3.0
144831,H,3.0
144832,H,0.0
144833,B,3.0
144834,H,2.0
144835,H,2.0
144836,W,2.0
144837,H,2.0
144838,B,0.0
144839,B,0.0
144840,B,3.0
144841,B,2.0
144842,H,3.0
144843,H,3.0
144844,B,3.0
144845,W,3.0
144846,O,0.0
144847,B,3.0
144848,W,3.0
144849,B,2.0
144850,W,2.0
144851,H,3.0
144852,H,2.0
144853,H,2.0
144854,B,3.0
144855,H,2.0
144856,B,2.0
144857,W,3.0
144858,B,2.0
144859,B,3.0
144860,W,3.0
144861,W,3.0
144862,H,3.0
144863,O,3.0
144864,H,3.0
144865,H,2.0
144866,H,3.0
144867,W,3.0
144868,W,3.0
144869,H,3.0
144870,H,4.0
144871,W,3.0
144872,H,3.0
144873,B,3.0
144874,H,3.0
144875,B,3.0
144876,W,3.0
144877,H,0.0
144878,H,3.0
144879,H,3.0
144880,O,2.0
144881,H,3.0
144882,H,2.0
144883,A,3.0
144884,H,3.0
144885,H,2.0
144886,B,2.0
144887,W,0.0
144888,H,2.0
144889,H,3.0
144890,H,3.0
144891,W,0.0
144892,B,3.0
144893,B,0.0
144894,H,4.0
144895,H,3.0
144896,W,3.0
144897,O,3.0
144898,B,2.0
144899,H,3.0
144900,W,3.0
144901,W,3.0
144902,W,3.0
144903,W,3.0
144904,H,3.0
144905,W,3.0
144906,H,0.0
144907,B,2.0
144908,H,2.0
144909,B,3.0
144910,H,3.0
144911,H,3.0
144912,B,3.0
144913,B,2.0
144914,W,3.0
144915,H,2.0
144916,H,3.0
144917,W,0.0
144918,B,3.0
144919,H,3.0
144920,H,3.0
144921,H,3.0
144922,H,2.0
144923,W,3.0
144924,B,2.0
144925,H,3.0
144926,H,3.0
144927,B,3.0
144928,H,0.0
144929,W,3.0
144930,H,3.0
144931,W,3.0
144932,W,3.0
144933,H,2.0
144934,H,2.0
144935,B,3.0
144936,W,0.0
144937,H,3.0
144938,W,3.0
144939,B,3.0
144940,W,3.0
144941,W,3.0
144942,A,4.0
144943,W,3.0
144944,H,3.0
144945,H,3.0
144946,W,0.0
144947,B,0.0
144948,B,0.0
144949,A,3.0
144950,H,3.0
144951,B,3.0
144952,W,3.0
144953,B,3.0
144954,H,3.0
144955,H,3.0
144956,H,4.0
144957,W,2.0
144958,H,2.0
144959,B,0.0
144960,W,2.0
144961,H,3.0
144962,H,3.0
144963,B,3.0
144964,H,2.0
144965,H,3.0
144966,B,4.0
144967,W,0.0
144968,O,2.0
144969,H,3.0
144970,B,3.0
144971,W,3.0
144972,B,2.0
144973,B,0.0
144974,W,3.0
144975,B,3.0
144976,B,0.0
144977,W,3.0
144978,H,3.0
144979,B,3.0
144980,B,3.0
144981,B,0.0
144982,W,4.0
144983,B,3.0
144984,H,3.0
144985,H,2.0
144986,H,3.0
144987,H,3.0
144988,W,4.0
144989,H,3.0
144990,B,0.0
144991,B,3.0
144992,B,2.0
144993,B,3.0
144994,H,3.0
144995,B,2.0
144996,H,2.0
144997,O,3.0
144998,W,3.0
144999,B,2.0
145000,H,3.0
145001,W,2.0
145002,O,3.0
145003,W,3.0
145004,H,3.0
145005,H,3.0
145006,H,2.0
145007,H,3.0
145008,H,3.0
145009,B,0.0
145010,B,3.0
145011,O,0.0
145012,W,3.0
145013,B,3.0
145014,H,3.0
145015,H,3.0
145016,B,3.0
145017,A,4.0
145018,W,3.0
145019,W,4.0
145020,B,3.0
145021,H,3.0
145022,H,3.0
145023,H,3.0
145024,W,4.0
145025,H,3.0
145026,W,4.0
145027,W,4.0
145028,H,3.0
145029,H,3.0
145030,O,2.0
145031,B,2.0
145032,H,0.0
145033,W,3.0
145034,H,3.0
145035,B,3.0
145036,B,2.0
145037,B,2.0
145038,B,4.0
145039,H,3.0
145040,H,3.0
145041,W,3.0
145042,W,0.0
145043,B,3.0
145044,W,0.0
145045,H,3.0
145046,H,3.0
145047,W,4.0
145048,H,2.0
145049,B,3.0
145050,W,3.0
145051,B,2.0
145052,B,2.0
145053,H,0.0
145054,B,3.0
145055,W,3.0
145056,B,0.0
145057,W,3.0
145058,H,0.0
145059,B,3.0
145060,H,3.0
145061,H,2.0
145062,B,3.0
145063,B,0.0
145064,B,3.0
145065,H,3.0
145066,H,0.0
145067,H,3.0
145068,H,2.0
145069,W,0.0
145070,W,4.0
145071,B,3.0
145072,B,3.0
145073,H,3.0
145074,W,0.0
145075,B,3.0
145076,B,3.0
145077,B,2.0
145078,H,3.0
145079,W,0.0
145080,H,3.0
145081,B,2.0
145082,B,2.0
145083,W,3.0
145084,H,2.0
145085,B,3.0
145086,B,3.0
145087,B,0.0
145088,W,3.0
145089,B,3.0
145090,B,3.0
145091,W,2.0
145092,W,0.0
145093,H,3.0
145094,B,3.0
145095,B,0.0
145096,W,4.0
145097,W,2.0
145098,W,3.0
145099,H,3.0
145100,B,0.0
145101,H,3.0
145102,B,2.0
145103,H,3.0
145104,B,3.0
145105,B,2.0
145106,B,3.0
145107,W,3.0
145108,B,2.0
145109,B,3.0
145110,B,4.0
145111,B,2.0
145112,B,2.0
145113,B,3.0
145114,B,2.0
145115,W,3.0
145116,B,2.0
145117,H,2.0
145118,H,3.0
145119,H,2.0
145120,W,3.0
145121,B,4.0
145122,B,3.0
145123,H,3.0
145124,B,2.0
145125,W,3.0
145126,H,3.0
145127,H,3.0
145128,H,3.0
145129,B,3.0
145130,H,3.0
145131,B,2.0
145132,B,2.0
145133,B,3.0
145134,B,0.0
145135,H,3.0
145136,O,3.0
145137,H,3.0
145138,H,3.0
145139,B,4.0
145140,B,2.0
145141,O,2.0
145142,B,4.0
145143,H,3.0
145144,W,4.0
145145,B,4.0
145146,O,3.0
145147,B,3.0
145148,B,2.0
145149,W,3.0
145150,H,3.0
145151,B,2.0
145152,B,4.0
145153,B,3.0
145154,B,3.0
145155,B,4.0
145156,H,3.0
145157,B,3.0
145158,W,3.0
145159,W,0.0
145160,W,0.0
145161,H,2.0
145162,H,2.0
145163,B,4.0
145164,H,3.0
145165,O,3.0
145166,B,3.0
145167,H,3.0
145168,H,3.0
145169,W,3.0
145170,W,3.0
145171,B,2.0
145172,B,3.0
145173,B,2.0
145174,B,2.0
145175,B,4.0
145176,H,0.0
145177,B,3.0
145178,H,4.0
145179,B,3.0
145180,A,3.0
145181,H,3.0
145182,O,3.0
145183,B,2.0
145184,H,2.0
145185,A,3.0
145186,W,4.0
145187,H,3.0
145188,B,3.0
145189,W,3.0
145190,W,0.0
145191,B,4.0
145192,O,3.0
145193,B,2.0
145194,W,2.0
145195,B,2.0
145196,W,2.0
145197,B,4.0
145198,B,4.0
145199,B,3.0
145200,W,2.0
145201,H,3.0
145202,B,3.0
145203,B,0.0
145204,B,3.0
145205,W,0.0
145206,H,3.0
145207,H,2.0
145208,B,3.0
145209,W,3.0
145210,B,2.0
145211,B,4.0
145212,O,3.0
145213,W,3.0
145214,H,3.0
145215,B,3.0
145216,H,3.0
145217,H,2.0
145218,B,3.0
145219,B,2.0
145220,B,3.0
145221,O,2.0
145222,H,3.0
145223,W,4.0
145224,H,3.0
145225,H,3.0
145226,B,2.0
145227,H,3.0
145228,W,3.0
145229,B,3.0
145230,W,3.0
145231,B,2.0
145232,B,2.0
145233,W,3.0
145234,H,2.0
145235,W,4.0
145236,B,4.0
145237,B,3.0
145238,B,3.0
145239,B,3.0
145240,W,3.0
145241,H,3.0
145242,H,2.0
145243,B,2.0
145244,W,2.0
145245,B,3.0
145246,W,4.0
145247,W,2.0
145248,W,3.0
145249,H,2.0
145250,W,0.0
145251,H,3.0
145252,H,3.0
145253,W,2.0
145254,W,0.0
145255,W,3.0
145256,H,3.0
145257,W,3.0
145258,B,2.0
145259,W,0.0
145260,H,3.0
145261,H,2.0
145262,B,2.0
145263,H,3.0
145264,B,2.0
145265,H,2.0
145266,B,2.0
145267,H,3.0
145268,W,3.0
145269,H,2.0
145270,B,3.0
145271,B,2.0
145272,H,3.0
145273,H,3.0
145274,B,3.0
145275,W,3.0
145276,W,4.0
145277,B,0.0
145278,B,2.0
145279,W,3.0
145280,B,0.0
145281,W,3.0
145282,H,3.0
145283,H,3.0
145284,H,3.0
145285,W,3.0
145286,H,4.0
145287,H,4.0
145288,H,3.0
145289,B,2.0
145290,H,2.0
145291,B,2.0
145292,H,3.0
145293,B,2.0
145294,B,2.0
145295,H,3.0
145296,H,3.0
145297,B,2.0
145298,W,3.0
145299,B,3.0
145300,W,3.0
145301,B,3.0
145302,B,4.0
145303,W,3.0
145304,H,3.0
145305,H,2.0
145306,W,2.0
145307,H,3.0
145308,B,3.0
145309,H,3.0
145310,W,3.0
145311,B,3.0
145312,B,3.0
145313,B,0.0
145314,B,3.0
145315,B,2.0
145316,B,2.0
145317,B,3.0
145318,W,3.0
145319,H,3.0
145320,H,3.0
145321,B,3.0
145322,B,3.0
145323,W,3.0
145324,W,3.0
145325,H,3.0
145326,W,4.0
145327,B,3.0
145328,B,0.0
145329,H,3.0
145330,W,2.0
145331,H,0.0
145332,B,3.0
145333,H,3.0
145334,H,3.0
145335,H,3.0
145336,B,3.0
145337,H,3.0
145338,B,2.0
145339,B,2.0
145340,B,2.0
145341,W,3.0
145342,W,3.0
145343,B,3.0
145344,B,3.0
145345,B,3.0
145346,H,3.0
145347,B,3.0
145348,H,3.0
145349,B,4.0
145350,W,2.0
145351,W,2.0
145352,H,2.0
145353,B,3.0
145354,B,2.0
145355,B,2.0
145356,W,2.0
145357,W,2.0
145358,W,2.0
145359,H,3.0
145360,H,3.0
145361,B,2.0
145362,B,3.0
145363,B,3.0
145364,B,3.0
145365,B,3.0
145366,B,2.0
145367,H,3.0
145368,H,3.0
145369,H,3.0
145370,B,3.0
145371,B,3.0
145372,H,2.0
145373,W,4.0
145374,B,3.0
145375,W,3.0
145376,B,3.0
145377,H,3.0
145378,H,0.0
145379,H,3.0
145380,H,3.0
145381,B,3.0
145382,H,3.0
145383,H,3.0
145384,H,0.0
145385,H,3.0
145386,H,3.0
145387,O,3.0
145388,W,3.0
145389,W,3.0
145390,W,3.0
145391,H,3.0
145392,W,3.0
145393,H,0.0
145394,H,3.0
145395,B,3.0
145396,H,0.0
145397,O,3.0
145398,B,3.0
145399,B,3.0
145400,B,3.0
145401,W,3.0
145402,H,3.0
145403,W,3.0
145404,W,3.0
145405,H,3.0
145406,H,3.0
145407,W,3.0
145408,W,3.0
145409,H,3.0
145410,H,3.0
145411,B,3.0
145412,B,2.0
145413,H,3.0
145414,B,2.0
145415,H,3.0
145416,B,2.0
145417,B,2.0
145418,H,3.0
145419,H,3.0
145420,B,2.0
145421,B,4.0
145422,H,2.0
145423,B,0.0
145424,H,3.0
145425,B,0.0
145426,H,3.0
145427,B,2.0
145428,B,3.0
145429,H,2.0
145430,H,0.0
145431,W,2.0
145432,W,0.0
145433,H,3.0
145434,B,4.0
145435,B,2.0
145436,H,3.0
145437,W,2.0
145438,B,3.0
145439,B,3.0
145440,B,2.0
145441,H,2.0
145442,W,0.0
145443,B,2.0
145444,B,0.0
145445,H,3.0
145446,H,0.0
145447,B,2.0
145448,B,3.0
145449,H,3.0
145450,H,3.0
145451,H,3.0
145452,O,0.0
145453,H,3.0
145454,H,3.0
145455,B,0.0
145456,B,2.0
145457,B,3.0
145458,W,3.0
145459,W,3.0
145460,W,3.0
145461,H,3.0
145462,W,3.0
145463,B,3.0
145464,B,3.0
145465,W,3.0
145466,H,3.0
145467,H,2.0
145468,H,3.0
145469,W,0.0
145470,W,3.0
145471,B,0.0
145472,H,3.0
145473,B,2.0
145474,H,3.0
145475,W,3.0
145476,H,4.0
145477,H,2.0
145478,B,2.0
145479,B,3.0
145480,W,3.0
145481,H,3.0
145482,W,4.0
145483,B,3.0
145484,H,0.0
145485,B,2.0
145486,H,0.0
145487,B,3.0
145488,B,4.0
145489,W,3.0
145490,W,3.0
145491,W,3.0
145492,H,3.0
145493,B,2.0
145494,H,3.0
145495,W,3.0
145496,O,3.0
145497,H,3.0
145498,W,3.0
145499,B,3.0
145500,H,3.0
145501,W,3.0
145502,B,2.0
145503,B,3.0
145504,H,2.0
145505,H,3.0
145506,W,2.0
145507,H,3.0
145508,O,3.0
145509,H,3.0
145510,W,3.0
145511,H,3.0
145512,H,3.0
145513,W,4.0
145514,B,3.0
145515,H,3.0
145516,W,3.0
145517,B,3.0
145518,H,2.0
145519,H,3.0
145520,B,3.0
145521,H,3.0
145522,W,3.0
145523,W,3.0
145524,W,3.0
145525,H,0.0
145526,B,2.0
145527,H,2.0
145528,H,3.0
145529,H,3.0
145530,H,3.0
145531,H,2.0
145532,B,3.0
145533,W,3.0
145534,W,3.0
145535,W,3.0
145536,B,2.0
145537,B,3.0
145538,B,3.0
145539,B,2.0
145540,H,2.0
145541,H,3.0
145542,O,0.0
145543,H,3.0
145544,H,4.0
145545,W,4.0
145546,W,3.0
145547,B,3.0
145548,B,3.0
145549,W,3.0
145550,H,3.0
145551,B,3.0
145552,B,3.0
145553,W,3.0
145554,B,3.0
145555,B,3.0
145556,H,3.0
145557,H,3.0
145558,H,3.0
145559,B,3.0
145560,W,3.0
145561,H,3.0
145562,B,3.0
145563,H,4.0
145564,W,3.0
145565,H,3.0
145566,B,3.0
145567,H,3.0
145568,H,0.0
145569,W,3.0
145570,B,3.0
145571,B,3.0
145572,B,3.0
145573,H,3.0
145574,W,3.0
145575,H,3.0
145576,B,3.0
145577,H,2.0
145578,B,2.0
145579,H,3.0
145580,W,4.0
145581,H,2.0
145582,H,3.0
145583,H,3.0
145584,B,2.0
145585,H,3.0
145586,H,3.0
145587,H,3.0
145588,W,3.0
145589,H,3.0
145590,B,2.0
145591,H,3.0
145592,H,3.0
145593,H,2.0
145594,H,0.0
145595,H,2.0
145596,H,3.0
145597,H,3.0
145598,B,3.0
145599,H,2.0
145600,B,4.0
145601,H,3.0
145602,W,4.0
145603,B,2.0
145604,H,4.0
145605,W,3.0
145606,B,2.0
145607,B,0.0
145608,B,4.0
145609,B,3.0
145610,B,2.0
145611,B,3.0
145612,H,0.0
145613,H,2.0
145614,H,2.0
145615,B,3.0
145616,B,3.0
145617,B,3.0
145618,B,4.0
145619,W,2.0
145620,H,3.0
145621,B,2.0
145622,W,3.0
145623,B,3.0
145624,H,3.0
145625,W,3.0
145626,H,3.0
145627,B,2.0
145628,B,3.0
145629,W,4.0
145630,B,4.0
145631,B,3.0
145632,B,3.0
145633,B,2.0
145634,H,3.0
145635,H,3.0
145636,B,3.0
145637,B,2.0
145638,B,2.0
145639,B,3.0
145640,W,3.0
145641,H,3.0
145642,B,3.0
145643,H,3.0
145644,W,3.0
145645,B,3.0
145646,W,3.0
145647,W,3.0
145648,O,3.0
145649,B,3.0
145650,B,2.0
145651,B,3.0
145652,W,0.0
145653,H,3.0
145654,B,2.0
145655,W,3.0
145656,W,4.0
145657,H,3.0
145658,H,3.0
145659,B,3.0
145660,H,4.0
145661,H,3.0
145662,H,3.0
145663,H,3.0
145664,H,2.0
145665,H,3.0
145666,B,2.0
145667,H,0.0
145668,H,3.0
145669,W,3.0
145670,B,2.0
145671,H,0.0
145672,W,3.0
145673,B,2.0
145674,H,3.0
145675,B,2.0
145676,H,2.0
145677,H,0.0
145678,H,3.0
145679,B,2.0
145680,W,4.0
145681,H,3.0
145682,O,3.0
145683,O,3.0
145684,B,2.0
145685,B,3.0
145686,B,3.0
145687,W,3.0
145688,H,3.0
145689,H,3.0
145690,B,2.0
145691,B,3.0
145692,W,0.0
145693,W,2.0
145694,B,3.0
145695,H,3.0
145696,B,3.0
145697,B,3.0
145698,B,0.0
145699,B,4.0
145700,H,2.0
145701,H,4.0
145702,W,3.0
145703,B,3.0
145704,W,3.0
145705,W,3.0
145706,B,3.0
145707,H,3.0
145708,W,4.0
145709,B,3.0
145710,W,3.0
145711,H,3.0
145712,B,3.0
145713,H,3.0
145714,B,2.0
145715,W,3.0
145716,B,2.0
145717,B,3.0
145718,W,2.0
145719,W,3.0
145720,B,3.0
145721,B,3.0
145722,B,4.0
145723,B,2.0
145724,W,3.0
145725,B,3.0
145726,H,3.0
145727,W,3.0
145728,B,2.0
145729,H,4.0
145730,H,4.0
145731,B,4.0
145732,H,3.0
145733,B,2.0
145734,W,2.0
145735,B,4.0
145736,H,3.0
145737,H,3.0
145738,H,3.0
145739,W,3.0
145740,B,0.0
145741,H,3.0
145742,B,2.0
145743,B,3.0
145744,B,2.0
145745,H,3.0
145746,B,2.0
145747,B,3.0
145748,B,4.0
145749,H,3.0
145750,B,4.0
145751,H,3.0
145752,B,2.0
145753,W,3.0
145754,H,2.0
145755,W,3.0
145756,B,2.0
145757,H,2.0
145758,W,4.0
145759,B,2.0
145760,H,3.0
145761,B,0.0
145762,H,3.0
145763,H,2.0
145764,H,4.0
145765,W,2.0
145766,B,2.0
145767,B,2.0
145768,H,0.0
145769,B,2.0
145770,H,2.0
145771,B,4.0
145772,W,3.0
145773,O,3.0
145774,W,0.0
145775,H,3.0
145776,B,3.0
145777,W,3.0
145778,B,2.0
145779,H,2.0
145780,O,4.0
145781,H,4.0
145782,H,3.0
145783,H,3.0
145784,H,2.0
145785,B,3.0
145786,W,3.0
145787,H,4.0
145788,B,1.0
145789,W,4.0
145790,W,0.0
145791,W,1.0
145792,B,1.0
145793,W,1.0
145794,H,1.0
145795,W,1.0
145796,B,0.0
145797,B,2.0
145798,H,2.0
145799,B,2.0
145800,H,4.0
145801,B,4.0
145802,H,1.0
145803,W,2.0
145804,B,1.0
145805,H,1.0
145806,H,1.0
145807,B,2.0
145808,B,1.0
145809,B,0.0
145810,B,1.0
145811,B,1.0
145812,H,2.0
145813,H,1.0
145814,B,4.0
145815,H,1.0
145816,B,1.0
145817,H,2.0
145818,H,1.0
145819,H,1.0
145820,H,1.0
145821,B,1.0
145822,B,2.0
145823,H,1.0
145824,B,2.0
145825,B,1.0
145826,B,2.0
145827,H,2.0
145828,O,1.0
145829,B,2.0
145830,B,1.0
145831,B,2.0
145832,B,2.0
145833,B,2.0
145834,H,1.0
145835,B,2.0
145836,B,1.0
145837,H,4.0
145838,B,0.0
145839,B,1.0
145840,B,4.0
145841,B,1.0
145842,W,2.0
145843,B,2.0
145844,H,2.0
145845,H,4.0
145846,H,2.0
145847,B,2.0
145848,B,1.0
145849,W,0.0
145850,H,1.0
145851,H,4.0
145852,B,1.0
145853,B,2.0
145854,B,1.0
145855,B,1.0
145856,B,1.0
145857,B,1.0
145858,B,1.0
145859,B,1.0
145860,H,4.0
145861,B,4.0
145862,H,1.0
145863,H,1.0
145864,B,1.0
145865,B,1.0
145866,H,1.0
145867,B,1.0
145868,H,4.0
145869,W,0.0
145870,B,4.0
145871,B,4.0
145872,H,1.0
145873,H,1.0
145874,B,4.0
145875,W,1.0
145876,B,1.0
145877,H,0.0
145878,B,2.0
145879,H,1.0
145880,B,1.0
145881,W,0.0
145882,B,0.0
145883,B,1.0
145884,H,0.0
145885,B,4.0
145886,W,1.0
145887,B,1.0
145888,B,0.0
145889,W,2.0
145890,B,1.0
145891,H,1.0
145892,B,1.0
145893,H,0.0
145894,H,0.0
145895,B,2.0
145896,H,4.0
145897,B,4.0
145898,B,2.0
145899,O,1.0
145900,W,1.0
145901,B,1.0
145902,B,2.0
145903,H,1.0
145904,H,1.0
145905,H,1.0
145906,W,1.0
145907,W,1.0
145908,B,1.0
145909,B,2.0
145910,O,1.0
145911,H,1.0
145912,W,1.0
145913,B,4.0
145914,W,1.0
145915,B,2.0
145916,O,2.0
145917,B,2.0
145918,B,0.0
145919,H,1.0
145920,B,1.0
145921,B,4.0
145922,B,1.0
145923,B,0.0
145924,W,1.0
145925,B,4.0
145926,W,0.0
145927,B,2.0
145928,H,1.0
145929,B,2.0
145930,W,1.0
145931,H,0.0
145932,W,1.0
145933,B,2.0
145934,B,4.0
145935,B,1.0
145936,H,1.0
145937,W,1.0
145938,B,1.0
145939,B,0.0
145940,W,4.0
145941,B,2.0
145942,H,1.0
145943,B,2.0
145944,H,2.0
145945,H,1.0
145946,B,1.0
145947,W,1.0
145948,B,2.0
145949,B,0.0
145950,W,1.0
145951,H,1.0
145952,O,1.0
145953,H,1.0
145954,H,0.0
145955,H,1.0
145956,H,1.0
145957,B,0.0
145958,H,1.0
145959,B,1.0
145960,B,4.0
145961,B,1.0
145962,H,0.0
145963,B,0.0
145964,W,1.0
145965,B,4.0
145966,B,0.0
145967,B,1.0
145968,B,1.0
145969,W,4.0
145970,B,1.0
145971,H,1.0
145972,W,1.0
145973,B,4.0
145974,O,1.0
145975,H,1.0
145976,B,1.0
145977,B,1.0
145978,H,1.0
145979,B,1.0
145980,B,1.0
145981,B,0.0
145982,H,1.0
145983,B,1.0
145984,B,1.0
145985,W,1.0
145986,B,2.0
145987,W,1.0
145988,H,1.0
145989,B,1.0
145990,W,2.0
145991,W,2.0
145992,H,0.0
145993,H,2.0
145994,H,1.0
145995,B,1.0
145996,H,0.0
145997,W,2.0
145998,H,4.0
145999,W,1.0
146000,B,2.0
146001,W,1.0
146002,B,2.0
146003,B,4.0
146004,B,1.0
146005,B,1.0
146006,W,4.0
146007,H,4.0
146008,H,1.0
146009,H,2.0
146010,H,1.0
146011,W,2.0
146012,B,2.0
146013,B,1.0
146014,H,1.0
146015,H,1.0
146016,W,2.0
146017,H,1.0
146018,W,2.0
146019,H,1.0
146020,H,1.0
146021,H,0.0
146022,B,0.0
146023,B,1.0
146024,H,1.0
146025,W,1.0
146026,B,2.0
146027,H,1.0
146028,H,1.0
146029,W,1.0
146030,B,1.0
146031,W,1.0
146032,H,1.0
146033,B,1.0
146034,B,0.0
146035,B,1.0
146036,B,2.0
146037,H,1.0
146038,B,2.0
146039,B,1.0
146040,W,0.0
146041,B,2.0
146042,H,1.0
146043,B,1.0
146044,W,4.0
146045,B,2.0
146046,W,0.0
146047,H,1.0
146048,H,1.0
146049,B,2.0
146050,O,1.0
146051,B,2.0
146052,B,4.0
146053,W,1.0
146054,B,2.0
146055,W,2.0
146056,H,2.0
146057,B,1.0
146058,W,4.0
146059,H,2.0
146060,H,1.0
146061,B,1.0
146062,W,2.0
146063,H,2.0
146064,H,2.0
146065,B,1.0
146066,W,1.0
146067,H,1.0
146068,H,1.0
146069,W,4.0
146070,H,2.0
146071,H,1.0
146072,B,1.0
146073,W,1.0
146074,B,0.0
146075,B,1.0
146076,B,1.0
146077,H,1.0
146078,B,4.0
146079,B,1.0
146080,H,1.0
146081,H,1.0
146082,H,1.0
146083,B,2.0
146084,H,1.0
146085,H,1.0
146086,H,0.0
146087,H,1.0
146088,B,1.0
146089,H,1.0
146090,H,1.0
146091,O,0.0
146092,H,1.0
146093,H,1.0
146094,O,4.0
146095,B,2.0
146096,O,1.0
146097,W,0.0
146098,H,0.0
146099,H,0.0
146100,B,2.0
146101,O,1.0
146102,H,1.0
146103,H,2.0
146104,B,4.0
146105,W,1.0
146106,B,1.0
146107,H,1.0
146108,B,1.0
146109,B,4.0
146110,B,1.0
146111,H,1.0
146112,W,0.0
146113,W,1.0
146114,H,1.0
146115,H,1.0
146116,H,1.0
146117,H,4.0
146118,H,1.0
146119,H,1.0
146120,H,1.0
146121,O,1.0
146122,H,1.0
146123,B,1.0
146124,B,4.0
146125,W,1.0
146126,B,1.0
146127,H,1.0
146128,W,1.0
146129,B,0.0
146130,W,1.0
146131,H,0.0
146132,H,0.0
146133,B,1.0
146134,B,1.0
146135,H,1.0
146136,H,2.0
146137,H,1.0
146138,B,4.0
146139,W,1.0
146140,O,4.0
146141,H,1.0
146142,W,4.0
146143,B,1.0
146144,A,1.0
146145,B,1.0
146146,W,1.0
146147,W,1.0
146148,H,1.0
146149,H,1.0
146150,H,1.0
146151,B,2.0
146152,B,2.0
146153,W,1.0
146154,B,2.0
146155,H,1.0
146156,B,2.0
146157,H,1.0
146158,H,1.0
146159,H,2.0
146160,W,1.0
146161,B,4.0
146162,B,2.0
146163,B,1.0
146164,B,1.0
146165,B,1.0
146166,B,4.0
146167,B,1.0
146168,B,1.0
146169,H,2.0
146170,B,1.0
146171,H,2.0
146172,B,1.0
146173,H,4.0
146174,B,1.0
146175,B,2.0
146176,W,2.0
146177,H,1.0
146178,B,0.0
146179,B,1.0
146180,B,2.0
146181,W,1.0
146182,B,1.0
146183,H,2.0
146184,H,2.0
146185,H,1.0
146186,W,1.0
146187,B,1.0
146188,B,2.0
146189,B,1.0
146190,B,1.0
146191,H,1.0
146192,H,4.0
146193,W,1.0
146194,B,1.0
146195,H,1.0
146196,H,1.0
146197,B,1.0
146198,B,2.0
146199,W,1.0
146200,H,1.0
146201,W,4.0
146202,B,2.0
